pod_name,,state,reason,cpu_activity
active-56,9,ACTIVE,low_cpu_activity_1h,0.001
active-57,0,IDLE,cpu_activity_None,
active-57,1,ACTIVE,Running_state,0.04
active-57,2,ACTIVE,high_cpu_activity,0.037
active-57,3,ACTIVE,high_cpu_activity,0.039
active-57,4,ACTIVE,high_cpu_activity,0.042
active-57,5,ACTIVE,high_cpu_activity,0.037
active-57,6,ACTIVE,Running_state,0.038
active-57,7,ACTIVE,high_cpu_activity,0.04
active-57,8,ACTIVE,high_cpu_activity,0.036
active-57,9,ACTIVE,high_cpu_activity,0.041
active-58,0,IDLE,cpu_activity_None,
active-58,1,ACTIVE,high_cpu_activity,0.04
active-58,2,ACTIVE,Running_state,0.039
active-58,3,ACTIVE,high_cpu_activity,0.039
active-58,4,ACTIVE,high_cpu_activity,0.041
active-58,5,ACTIVE,high_cpu_activity,0.036
active-58,6,ACTIVE,Running_state,0.039
active-58,7,ACTIVE,high_cpu_activity,0.038
active-58,8,ACTIVE,high_cpu_activity,0.038
active-58,9,ACTIVE,high_cpu_activity,0.037
active-59,0,IDLE,cpu_activity_None,
active-59,1,ACTIVE,low_cpu_activity_1h,0.002
active-59,2,ACTIVE,low_cpu_activity_1h,0.002
active-59,3,ACTIVE,low_cpu_activity_1h,0.002
active-59,4,ACTIVE,low_cpu_activity_1h,0.002
active-59,5,ACTIVE,low_cpu_activity_1h,0.002
active-59,6,ACTIVE,low_cpu_activity_1h,0.002
active-59,7,ACTIVE,low_cpu_activity_1h,0.002
active-59,8,ACTIVE,low_cpu_activity_1h,0.002
active-59,9,ACTIVE,low_cpu_activity_1h,0.002
active-6,0,ACTIVE,Running_state,
active-6,1,ACTIVE,high_cpu_activity,0.07
active-6,2,ACTIVE,high_cpu_activity,0.071
active-6,3,ACTIVE,Running_state,0.072
active-6,4,ACTIVE,high_cpu_activity,0.071
active-6,5,ACTIVE,high_cpu_activity,0.073
active-6,6,ACTIVE,Running_state,0.073
active-6,7,ACTIVE,Running_state,0.071
active-6,8,ACTIVE,Running_state,0.073
active-6,9,ACTIVE,Running_state,0.071
active-60,0,ACTIVE,Running_state,
active-60,1,ACTIVE,high_cpu_activity,0.041
active-60,2,ACTIVE,Running_state,0.041
active-60,3,ACTIVE,Running_state,0.041
active-60,4,ACTIVE,high_cpu_activity,0.041
active-60,5,ACTIVE,high_cpu_activity,0.039
active-60,6,ACTIVE,high_cpu_activity,0.038
active-60,7,ACTIVE,Running_state,0.041
active-60,8,ACTIVE,high_cpu_activity,0.04
active-60,9,ACTIVE,high_cpu_activity,0.04
active-61,0,IDLE,cpu_activity_None,
active-61,1,ACTIVE,low_cpu_activity_1h,0.002
active-61,2,ACTIVE,low_cpu_activity_1h,0.002
active-61,3,ACTIVE,low_cpu_activity_1h,0.002
active-61,4,ACTIVE,low_cpu_activity_1h,0.002
active-61,5,ACTIVE,low_cpu_activity_1h,0.002
active-61,6,ACTIVE,low_cpu_activity_1h,0.002
active-61,7,ACTIVE,low_cpu_activity_1h,0.002
active-61,8,ACTIVE,low_cpu_activity_1h,0.002
active-61,9,ACTIVE,low_cpu_activity_1h,0.002
active-62,0,IDLE,cpu_activity_None,
active-62,1,ACTIVE,low_cpu_activity_1h,0.001
active-62,2,ACTIVE,low_cpu_activity_1h,0.001
active-62,3,ACTIVE,low_cpu_activity_1h,0.001
active-62,4,ACTIVE,low_cpu_activity_1h,0.001
active-62,5,ACTIVE,low_cpu_activity_1h,0.001
active-62,6,ACTIVE,low_cpu_activity_1h,0.001
active-62,7,ACTIVE,low_cpu_activity_1h,0.001
active-62,8,ACTIVE,low_cpu_activity_1h,0.001
active-62,9,ACTIVE,low_cpu_activity_1h,0.001
active-63,0,IDLE,cpu_activity_None,
active-63,1,ACTIVE,high_cpu_activity,0.041
active-63,2,ACTIVE,high_cpu_activity,0.04
active-63,3,ACTIVE,high_cpu_activity,0.042
active-63,4,ACTIVE,high_cpu_activity,0.044
active-63,5,ACTIVE,high_cpu_activity,0.041
active-63,6,ACTIVE,high_cpu_activity,0.042
active-63,7,ACTIVE,Running_state,0.04
active-63,8,ACTIVE,high_cpu_activity,0.039
active-63,9,ACTIVE,high_cpu_activity,0.039
active-64,0,IDLE,cpu_activity_None,
active-64,1,ACTIVE,low_cpu_activity_1h,0.001
active-64,2,ACTIVE,low_cpu_activity_1h,0.001
active-64,3,ACTIVE,low_cpu_activity_1h,0.001
active-64,4,ACTIVE,low_cpu_activity_1h,0.001
active-64,5,ACTIVE,low_cpu_activity_1h,0.001
active-64,6,ACTIVE,low_cpu_activity_1h,0.001
active-64,7,ACTIVE,low_cpu_activity_1h,0.001
active-64,8,ACTIVE,low_cpu_activity_1h,0.001
active-64,9,ACTIVE,low_cpu_activity_1h,0.001
active-65,0,IDLE,cpu_activity_None,
active-65,1,ACTIVE,low_cpu_activity_1h,0.001
active-65,2,ACTIVE,low_cpu_activity_1h,0.001
active-65,3,ACTIVE,low_cpu_activity_1h,0.001
active-65,4,ACTIVE,low_cpu_activity_1h,0.001
active-65,5,ACTIVE,low_cpu_activity_1h,0.001
active-65,6,ACTIVE,low_cpu_activity_1h,0.001
active-65,7,ACTIVE,low_cpu_activity_1h,0.001
active-65,8,ACTIVE,low_cpu_activity_1h,0.001
active-65,9,ACTIVE,low_cpu_activity_1h,0.001
active-66,0,IDLE,cpu_activity_None,
active-66,1,ACTIVE,low_cpu_activity_1h,0.002
active-66,2,ACTIVE,low_cpu_activity_1h,0.002
active-66,3,ACTIVE,low_cpu_activity_1h,0.002
active-66,4,ACTIVE,low_cpu_activity_1h,0.002
active-66,5,ACTIVE,low_cpu_activity_1h,0.002
active-66,6,ACTIVE,low_cpu_activity_1h,0.002
active-66,7,ACTIVE,low_cpu_activity_1h,0.002
active-66,8,ACTIVE,low_cpu_activity_1h,0.002
active-66,9,ACTIVE,low_cpu_activity_1h,0.002
active-67,0,IDLE,cpu_activity_None,
active-67,1,ACTIVE,low_cpu_activity_1h,0.001
active-67,2,ACTIVE,low_cpu_activity_1h,0.001
active-67,3,ACTIVE,low_cpu_activity_1h,0.001
active-67,4,ACTIVE,low_cpu_activity_1h,0.001
active-67,5,ACTIVE,low_cpu_activity_1h,0.001
active-67,6,ACTIVE,low_cpu_activity_1h,0.001
active-67,7,ACTIVE,low_cpu_activity_1h,0.001
active-67,8,ACTIVE,low_cpu_activity_1h,0.001
active-67,9,ACTIVE,low_cpu_activity_1h,0.001
active-68,0,ACTIVE,Running_state,
active-68,1,ACTIVE,Running_state,0.073
active-68,2,ACTIVE,Running_state,0.068
active-68,3,ACTIVE,high_cpu_activity,0.07
active-68,4,ACTIVE,Running_state,0.071
active-68,5,ACTIVE,Running_state,0.07
active-68,6,ACTIVE,Running_state,0.073
active-68,7,ACTIVE,Running_state,0.073
active-68,8,ACTIVE,high_cpu_activity,0.072
active-68,9,ACTIVE,high_cpu_activity,0.072
active-69,0,IDLE,cpu_activity_None,
active-69,1,ACTIVE,low_cpu_activity_1h,0.001
active-69,2,ACTIVE,low_cpu_activity_1h,0.001
active-69,3,ACTIVE,low_cpu_activity_1h,0.001
active-69,4,ACTIVE,low_cpu_activity_1h,0.001
active-69,5,ACTIVE,low_cpu_activity_1h,0.001
active-69,6,ACTIVE,low_cpu_activity_1h,0.001
active-69,7,ACTIVE,low_cpu_activity_1h,0.001
active-69,8,ACTIVE,low_cpu_activity_1h,0.001
active-69,9,ACTIVE,low_cpu_activity_1h,0.001
active-7,0,IDLE,cpu_activity_None,
active-7,1,ACTIVE,low_cpu_activity_1h,0.001
active-7,2,ACTIVE,low_cpu_activity_1h,0.001
active-7,3,ACTIVE,low_cpu_activity_1h,0.001
active-7,4,ACTIVE,low_cpu_activity_1h,0.001
active-7,5,ACTIVE,low_cpu_activity_1h,0.001
active-7,6,ACTIVE,low_cpu_activity_1h,0.001
active-7,7,ACTIVE,low_cpu_activity_1h,0.001
active-7,8,ACTIVE,low_cpu_activity_1h,0.001
active-7,9,ACTIVE,low_cpu_activity_1h,0.001
active-70,0,IDLE,cpu_activity_None,
active-70,1,ACTIVE,low_cpu_activity_1h,0.001
active-70,2,ACTIVE,low_cpu_activity_1h,0.001
active-70,3,ACTIVE,low_cpu_activity_1h,0.001
active-70,4,ACTIVE,low_cpu_activity_1h,0.001
active-70,5,ACTIVE,low_cpu_activity_1h,0.001
active-70,6,ACTIVE,low_cpu_activity_1h,0.001
active-70,7,ACTIVE,low_cpu_activity_1h,0.001
active-70,8,ACTIVE,low_cpu_activity_1h,0.001
active-70,9,ACTIVE,low_cpu_activity_1h,0.001
active-71,0,ACTIVE,Running_state,
active-71,1,ACTIVE,high_cpu_activity,0.072
active-71,2,ACTIVE,Running_state,0.071
active-71,3,ACTIVE,Running_state,0.073
active-71,4,ACTIVE,high_cpu_activity,0.074
active-71,5,ACTIVE,Running_state,0.069
active-71,6,ACTIVE,Running_state,0.073
active-71,7,ACTIVE,Running_state,0.075
active-71,8,ACTIVE,Running_state,0.073
active-71,9,ACTIVE,Running_state,0.074
active-72,0,IDLE,cpu_activity_None,
active-72,1,ACTIVE,high_cpu_activity,0.044
active-72,2,ACTIVE,high_cpu_activity,0.044
active-72,3,ACTIVE,high_cpu_activity,0.043
active-72,4,ACTIVE,Running_state,0.043
active-72,5,ACTIVE,high_cpu_activity,0.043
active-72,6,ACTIVE,high_cpu_activity,0.045
active-72,7,ACTIVE,high_cpu_activity,0.039
active-72,8,ACTIVE,Running_state,0.041
active-72,9,ACTIVE,high_cpu_activity,0.037
active-73,0,ACTIVE,Running_state,
active-73,1,ACTIVE,Running_state,0.041
active-73,2,ACTIVE,high_cpu_activity,0.039
active-73,3,ACTIVE,high_cpu_activity,0.042
active-73,4,ACTIVE,Running_state,0.042
active-73,5,ACTIVE,Running_state,0.039
active-73,6,ACTIVE,high_cpu_activity,0.042
active-73,7,ACTIVE,high_cpu_activity,0.041
active-73,8,ACTIVE,high_cpu_activity,0.04
active-73,9,ACTIVE,Running_state,0.04
active-74,0,IDLE,cpu_activity_None,
active-74,1,ACTIVE,high_cpu_activity,0.041
active-74,2,ACTIVE,high_cpu_activity,0.042
active-74,3,ACTIVE,high_cpu_activity,0.038
active-74,4,ACTIVE,Running_state,0.041
active-74,5,ACTIVE,Running_state,0.043
active-74,6,ACTIVE,high_cpu_activity,0.041
active-74,7,ACTIVE,Running_state,0.04
active-74,8,ACTIVE,Running_state,0.038
active-74,9,ACTIVE,high_cpu_activity,0.041
active-75,0,IDLE,cpu_activity_None,
active-75,1,ACTIVE,low_cpu_activity_1h,0.001
active-75,2,ACTIVE,low_cpu_activity_1h,0.001
active-75,3,ACTIVE,low_cpu_activity_1h,0.001
active-75,4,ACTIVE,low_cpu_activity_1h,0.001
active-75,5,ACTIVE,low_cpu_activity_1h,0.001
active-75,6,ACTIVE,low_cpu_activity_1h,0.001
active-75,7,ACTIVE,low_cpu_activity_1h,0.001
active-75,8,ACTIVE,low_cpu_activity_1h,0.001
active-75,9,ACTIVE,low_cpu_activity_1h,0.001
active-8,0,IDLE,cpu_activity_None,
active-8,1,ACTIVE,low_cpu_activity_1h,0.001
active-8,2,ACTIVE,low_cpu_activity_1h,0.001
active-8,3,ACTIVE,low_cpu_activity_1h,0.001
active-8,4,ACTIVE,low_cpu_activity_1h,0.001
active-8,5,ACTIVE,low_cpu_activity_1h,0.001
active-8,6,ACTIVE,low_cpu_activity_1h,0.001
active-8,7,ACTIVE,low_cpu_activity_1h,0.001
active-8,8,ACTIVE,low_cpu_activity_1h,0.001
active-8,9,ACTIVE,low_cpu_activity_1h,0.001
active-9,0,ACTIVE,Running_state,
active-9,1,ACTIVE,high_cpu_activity,0.026
active-9,2,ACTIVE,high_cpu_activity,0.026
active-9,3,ACTIVE,high_cpu_activity,0.027
active-9,4,ACTIVE,high_cpu_activity,0.024
active-9,5,ACTIVE,high_cpu_activity,0.024
active-9,6,ACTIVE,Running_state,0.023
active-9,7,ACTIVE,high_cpu_activity,0.023
active-9,8,ACTIVE,Running_state,0.023
active-9,9,ACTIVE,high_cpu_activity,0.022
idle-0,0,IDLE,cpu_activity_None,
idle-0,1,ACTIVE,low_cpu_activity_1h,0.0
idle-0,2,IDLE,very_low_cpu_activity_1h,0.0
idle-0,3,IDLE,very_low_cpu_activity_1h,0.0
idle-0,4,IDLE,very_low_cpu_activity_1h,0.0
idle-0,5,IDLE,very_low_cpu_activity_1h,0.0
idle-0,6,IDLE,very_low_cpu_activity_1h,0.0
idle-0,7,IDLE,very_low_cpu_activity_1h,0.0
idle-0,8,IDLE,very_low_cpu_activity_1h,0.0
idle-0,9,IDLE,very_low_cpu_activity_1h,0.0
idle-1,0,IDLE,cpu_activity_None,
idle-1,1,IDLE,very_low_cpu_activity_1h,0.0
idle-1,2,IDLE,very_low_cpu_activity_1h,0.0
idle-1,3,IDLE,very_low_cpu_activity_1h,0.0
idle-1,4,IDLE,very_low_cpu_activity_1h,0.0
idle-1,5,IDLE,very_low_cpu_activity_1h,0.0
idle-1,6,IDLE,very_low_cpu_activity_1h,0.0
idle-1,7,IDLE,very_low_cpu_activity_1h,0.0
idle-1,8,IDLE,very_low_cpu_activity_1h,0.0
idle-1,9,IDLE,very_low_cpu_activity_1h,0.0
idle-10,0,IDLE,cpu_activity_None,
idle-10,1,IDLE,very_low_cpu_activity_1h,0.0
idle-10,2,IDLE,very_low_cpu_activity_1h,0.0
idle-10,3,IDLE,very_low_cpu_activity_1h,0.0
idle-10,4,ACTIVE,low_cpu_activity_1h,0.0
idle-10,5,IDLE,very_low_cpu_activity_1h,0.0
idle-10,6,IDLE,very_low_cpu_activity_1h,0.0
idle-10,7,IDLE,very_low_cpu_activity_1h,0.0
idle-10,8,IDLE,very_low_cpu_activity_1h,0.0
idle-10,9,IDLE,very_low_cpu_activity_1h,0.0
idle-11,0,IDLE,cpu_activity_None,
idle-11,1,IDLE,very_low_cpu_activity_1h,0.0
idle-11,2,IDLE,very_low_cpu_activity_1h,0.0
idle-11,3,IDLE,very_low_cpu_activity_1h,0.0
idle-11,4,IDLE,very_low_cpu_activity_1h,0.0
idle-11,5,IDLE,very_low_cpu_activity_1h,0.0
idle-11,6,ACTIVE,low_cpu_activity_1h,0.0
idle-11,7,IDLE,very_low_cpu_activity_1h,0.0
idle-11,8,IDLE,very_low_cpu_activity_1h,0.0
idle-11,9,IDLE,very_low_cpu_activity_1h,0.0
idle-12,0,IDLE,cpu_activity_None,
idle-12,1,IDLE,very_low_cpu_activity_1h,0.0
idle-12,2,IDLE,very_low_cpu_activity_1h,0.0
idle-12,3,ACTIVE,low_cpu_activity_1h,0.0
idle-12,4,IDLE,very_low_cpu_activity_1h,0.0
idle-12,5,IDLE,very_low_cpu_activity_1h,0.0
idle-12,6,IDLE,very_low_cpu_activity_1h,0.0
idle-12,7,IDLE,very_low_cpu_activity_1h,0.0
idle-12,8,IDLE,very_low_cpu_activity_1h,0.0
idle-12,9,ACTIVE,low_cpu_activity_1h,0.0
idle-13,0,IDLE,cpu_activity_None,
idle-13,1,IDLE,very_low_cpu_activity_1h,0.0
idle-13,2,IDLE,very_low_cpu_activity_1h,0.0
idle-13,3,IDLE,very_low_cpu_activity_1h,0.0
idle-13,4,ACTIVE,low_cpu_activity_1h,0.0
idle-13,5,IDLE,very_low_cpu_activity_1h,0.0
idle-13,6,IDLE,very_low_cpu_activity_1h,0.0
idle-13,7,IDLE,very_low_cpu_activity_1h,0.0
idle-13,8,IDLE,very_low_cpu_activity_1h,0.0
idle-13,9,IDLE,very_low_cpu_activity_1h,0.0
idle-14,0,IDLE,cpu_activity_None,
idle-14,1,ACTIVE,low_cpu_activity_1h,0.0
idle-14,2,IDLE,very_low_cpu_activity_1h,0.0
idle-14,3,IDLE,very_low_cpu_activity_1h,0.0
idle-14,4,IDLE,very_low_cpu_activity_1h,0.0
idle-14,5,IDLE,very_low_cpu_activity_1h,0.0
idle-14,6,IDLE,very_low_cpu_activity_1h,0.0
idle-14,7,IDLE,very_low_cpu_activity_1h,0.0
idle-14,8,IDLE,very_low_cpu_activity_1h,0.0
idle-14,9,IDLE,very_low_cpu_activity_1h,0.0
idle-15,0,IDLE,cpu_activity_None,
idle-15,1,IDLE,very_low_cpu_activity_1h,0.0
idle-15,2,IDLE,very_low_cpu_activity_1h,0.0
idle-15,3,IDLE,very_low_cpu_activity_1h,0.0
idle-15,4,IDLE,very_low_cpu_activity_1h,0.0
idle-15,5,IDLE,very_low_cpu_activity_1h,0.0
idle-15,6,IDLE,very_low_cpu_activity_1h,0.0
idle-15,7,IDLE,very_low_cpu_activity_1h,0.0
idle-15,8,IDLE,very_low_cpu_activity_1h,0.0
idle-15,9,IDLE,very_low_cpu_activity_1h,0.0
idle-16,0,IDLE,cpu_activity_None,
idle-16,1,IDLE,very_low_cpu_activity_1h,0.0
idle-16,2,IDLE,very_low_cpu_activity_1h,0.0
idle-16,3,IDLE,very_low_cpu_activity_1h,0.0
idle-16,4,IDLE,very_low_cpu_activity_1h,0.0
idle-16,5,IDLE,very_low_cpu_activity_1h,0.0
idle-16,6,IDLE,very_low_cpu_activity_1h,0.0
idle-16,7,IDLE,very_low_cpu_activity_1h,0.0
idle-16,8,IDLE,very_low_cpu_activity_1h,0.0
idle-16,9,IDLE,very_low_cpu_activity_1h,0.0
idle-17,0,IDLE,cpu_activity_None,
idle-17,1,IDLE,very_low_cpu_activity_1h,0.0
idle-17,2,IDLE,very_low_cpu_activity_1h,0.0
idle-17,3,IDLE,very_low_cpu_activity_1h,0.0
idle-17,4,IDLE,very_low_cpu_activity_1h,0.0
idle-17,5,IDLE,very_low_cpu_activity_1h,0.0
idle-17,6,IDLE,very_low_cpu_activity_1h,0.0
idle-17,7,IDLE,very_low_cpu_activity_1h,0.0
idle-17,8,IDLE,very_low_cpu_activity_1h,0.0
idle-17,9,IDLE,very_low_cpu_activity_1h,0.0
idle-18,0,IDLE,cpu_activity_None,
idle-18,1,ACTIVE,low_cpu_activity_1h,0.0
idle-18,2,IDLE,very_low_cpu_activity_1h,0.0
idle-18,3,IDLE,very_low_cpu_activity_1h,0.0
idle-18,4,IDLE,very_low_cpu_activity_1h,0.0
idle-18,5,IDLE,very_low_cpu_activity_1h,0.0
idle-18,6,IDLE,very_low_cpu_activity_1h,0.0
idle-18,7,IDLE,very_low_cpu_activity_1h,0.0
idle-18,8,IDLE,very_low_cpu_activity_1h,0.0
idle-18,9,IDLE,very_low_cpu_activity_1h,0.0
idle-19,0,IDLE,cpu_activity_None,
idle-19,1,IDLE,very_low_cpu_activity_1h,0.0
idle-19,2,IDLE,very_low_cpu_activity_1h,0.0
idle-19,3,ACTIVE,low_cpu_activity_1h,0.0
idle-19,4,IDLE,very_low_cpu_activity_1h,0.0
idle-19,5,IDLE,very_low_cpu_activity_1h,0.0
idle-19,6,IDLE,very_low_cpu_activity_1h,0.0
idle-19,7,IDLE,very_low_cpu_activity_1h,0.0
idle-19,8,IDLE,very_low_cpu_activity_1h,0.0
idle-19,9,IDLE,very_low_cpu_activity_1h,0.0
idle-2,0,IDLE,cpu_activity_None,
idle-2,1,IDLE,very_low_cpu_activity_1h,0.0
idle-2,2,IDLE,very_low_cpu_activity_1h,0.0
idle-2,3,IDLE,very_low_cpu_activity_1h,0.0
idle-2,4,IDLE,very_low_cpu_activity_1h,0.0
idle-2,5,IDLE,very_low_cpu_activity_1h,0.0
idle-2,6,IDLE,very_low_cpu_activity_1h,0.0
idle-2,7,ACTIVE,low_cpu_activity_1h,0.0
idle-2,8,IDLE,very_low_cpu_activity_1h,0.0
idle-2,9,ACTIVE,low_cpu_activity_1h,0.0
idle-20,0,IDLE,cpu_activity_None,
idle-20,1,IDLE,very_low_cpu_activity_1h,0.0
idle-20,2,IDLE,very_low_cpu_activity_1h,0.0
idle-20,3,IDLE,very_low_cpu_activity_1h,0.0
idle-20,4,IDLE,very_low_cpu_activity_1h,0.0
idle-20,5,IDLE,very_low_cpu_activity_1h,0.0
idle-20,6,IDLE,very_low_cpu_activity_1h,0.0
idle-20,7,ACTIVE,low_cpu_activity_1h,0.0
idle-20,8,IDLE,very_low_cpu_activity_1h,0.0
idle-20,9,IDLE,very_low_cpu_activity_1h,0.0
idle-21,0,IDLE,cpu_activity_None,
idle-21,1,IDLE,very_low_cpu_activity_1h,0.0
idle-21,2,IDLE,very_low_cpu_activity_1h,0.0
idle-21,3,IDLE,very_low_cpu_activity_1h,0.0
idle-21,4,IDLE,very_low_cpu_activity_1h,0.0
idle-21,5,IDLE,very_low_cpu_activity_1h,0.0
idle-21,6,ACTIVE,low_cpu_activity_1h,0.0
idle-21,7,IDLE,very_low_cpu_activity_1h,0.0
idle-21,8,IDLE,very_low_cpu_activity_1h,0.0
idle-21,9,ACTIVE,low_cpu_activity_1h,0.0
idle-22,0,IDLE,cpu_activity_None,
idle-22,1,IDLE,very_low_cpu_activity_1h,0.0
idle-22,2,IDLE,very_low_cpu_activity_1h,0.0
idle-22,3,IDLE,very_low_cpu_activity_1h,0.0
idle-22,4,IDLE,very_low_cpu_activity_1h,0.0
idle-22,5,IDLE,very_low_cpu_activity_1h,0.0
idle-22,6,IDLE,very_low_cpu_activity_1h,0.0
idle-22,7,IDLE,very_low_cpu_activity_1h,0.0
idle-22,8,IDLE,very_low_cpu_activity_1h,0.0
idle-22,9,IDLE,very_low_cpu_activity_1h,0.0
idle-23,0,IDLE,cpu_activity_None,
idle-23,1,ACTIVE,low_cpu_activity_1h,0.0
idle-23,2,IDLE,very_low_cpu_activity_1h,0.0
idle-23,3,IDLE,very_low_cpu_activity_1h,0.0
idle-23,4,IDLE,very_low_cpu_activity_1h,0.0
idle-23,5,IDLE,very_low_cpu_activity_1h,0.0
idle-23,6,IDLE,very_low_cpu_activity_1h,0.0
idle-23,7,IDLE,very_low_cpu_activity_1h,0.0
idle-23,8,IDLE,very_low_cpu_activity_1h,0.0
idle-23,9,IDLE,very_low_cpu_activity_1h,0.0
idle-3,0,IDLE,cpu_activity_None,
idle-3,1,ACTIVE,low_cpu_activity_1h,0.0
idle-3,2,IDLE,very_low_cpu_activity_1h,0.0
idle-3,3,IDLE,very_low_cpu_activity_1h,0.0
idle-3,4,IDLE,very_low_cpu_activity_1h,0.0
idle-3,5,ACTIVE,low_cpu_activity_1h,0.0
idle-3,6,IDLE,very_low_cpu_activity_1h,0.0
idle-3,7,IDLE,very_low_cpu_activity_1h,0.0
idle-3,8,IDLE,very_low_cpu_activity_1h,0.0
idle-3,9,IDLE,very_low_cpu_activity_1h,0.0
idle-4,0,IDLE,cpu_activity_None,
idle-4,1,IDLE,very_low_cpu_activity_1h,0.0
idle-4,2,IDLE,very_low_cpu_activity_1h,0.0
idle-4,3,IDLE,very_low_cpu_activity_1h,0.0
idle-4,4,IDLE,very_low_cpu_activity_1h,0.0
idle-4,5,IDLE,very_low_cpu_activity_1h,0.0
idle-4,6,ACTIVE,low_cpu_activity_1h,0.0
idle-4,7,IDLE,very_low_cpu_activity_1h,0.0
idle-4,8,IDLE,very_low_cpu_activity_1h,0.0
idle-4,9,IDLE,very_low_cpu_activity_1h,0.0
idle-5,0,IDLE,cpu_activity_None,
idle-5,1,IDLE,very_low_cpu_activity_1h,0.0
idle-5,2,IDLE,very_low_cpu_activity_1h,0.0
idle-5,3,IDLE,very_low_cpu_activity_1h,0.0
idle-5,4,IDLE,very_low_cpu_activity_1h,0.0
idle-5,5,IDLE,very_low_cpu_activity_1h,0.0
idle-5,6,IDLE,very_low_cpu_activity_1h,0.0
idle-5,7,IDLE,very_low_cpu_activity_1h,0.0
idle-5,8,IDLE,very_low_cpu_activity_1h,0.0
idle-5,9,IDLE,very_low_cpu_activity_1h,0.0
idle-6,0,IDLE,cpu_activity_None,
idle-6,1,IDLE,very_low_cpu_activity_1h,0.0
idle-6,2,IDLE,very_low_cpu_activity_1h,0.0
idle-6,3,IDLE,very_low_cpu_activity_1h,0.0
idle-6,4,IDLE,very_low_cpu_activity_1h,0.0
idle-6,5,ACTIVE,low_cpu_activity_1h,0.0
idle-6,6,IDLE,very_low_cpu_activity_1h,0.0
idle-6,7,IDLE,very_low_cpu_activity_1h,0.0
idle-6,8,IDLE,very_low_cpu_activity_1h,0.0
idle-6,9,IDLE,very_low_cpu_activity_1h,0.0
idle-7,0,IDLE,cpu_activity_None,
idle-7,1,IDLE,very_low_cpu_activity_1h,0.0
idle-7,2,IDLE,very_low_cpu_activity_1h,0.0
idle-7,3,IDLE,very_low_cpu_activity_1h,0.0
idle-7,4,IDLE,very_low_cpu_activity_1h,0.0
idle-7,5,IDLE,very_low_cpu_activity_1h,0.0
idle-7,6,IDLE,very_low_cpu_activity_1h,0.0
idle-7,7,IDLE,very_low_cpu_activity_1h,0.0
idle-7,8,ACTIVE,low_cpu_activity_1h,0.0
idle-7,9,IDLE,very_low_cpu_activity_1h,0.0
idle-8,0,IDLE,cpu_activity_None,
idle-8,1,IDLE,very_low_cpu_activity_1h,0.0
idle-8,2,IDLE,very_low_cpu_activity_1h,0.0
idle-8,3,IDLE,very_low_cpu_activity_1h,0.0
idle-8,4,ACTIVE,low_cpu_activity_1h,0.0
idle-8,5,IDLE,very_low_cpu_activity_1h,0.0
idle-8,6,IDLE,very_low_cpu_activity_1h,0.0
idle-8,7,IDLE,very_low_cpu_activity_1h,0.0
idle-8,8,IDLE,very_low_cpu_activity_1h,0.0
idle-8,9,IDLE,very_low_cpu_activity_1h,0.0
idle-9,0,IDLE,cpu_activity_None,
idle-9,1,IDLE,very_low_cpu_activity_1h,0.0
idle-9,2,IDLE,very_low_cpu_activity_1h,0.0
idle-9,3,IDLE,very_low_cpu_activity_1h,0.0
idle-9,4,ACTIVE,low_cpu_activity_1h,0.0
idle-9,5,IDLE,very_low_cpu_activity_1h,0.0
idle-9,6,IDLE,very_low_cpu_activity_1h,0.0
idle-9,7,IDLE,very_low_cpu_activity_1h,0.0
idle-9,8,IDLE,very_low_cpu_activity_1h,0.0
idle-9,9,IDLE,very_low_cpu_activity_1h,0.0
